schema_version,source_id,source_sha256,evidence_source_id,reference_period,observation_status,source_locator,transformation_id,age_band,sex,count
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_43,csv_age_gender_long_v1,43,all,1490
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_44,csv_age_gender_long_v1,44,male,718
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_44,csv_age_gender_long_v1,44,female,702
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_44,csv_age_gender_long_v1,44,all,1420
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_45,csv_age_gender_long_v1,45,male,761
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_45,csv_age_gender_long_v1,45,female,733
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_45,csv_age_gender_long_v1,45,all,1494
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_46,csv_age_gender_long_v1,46,male,731
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_46,csv_age_gender_long_v1,46,female,762
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_46,csv_age_gender_long_v1,46,all,1493
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_47,csv_age_gender_long_v1,47,male,743
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_47,csv_age_gender_long_v1,47,female,731
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_47,csv_age_gender_long_v1,47,all,1474
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_48,csv_age_gender_long_v1,48,male,740
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_48,csv_age_gender_long_v1,48,female,761
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_48,csv_age_gender_long_v1,48,all,1501
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_49,csv_age_gender_long_v1,49,male,798
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_49,csv_age_gender_long_v1,49,female,835
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_49,csv_age_gender_long_v1,49,all,1633
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_50,csv_age_gender_long_v1,50,male,833
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_50,csv_age_gender_long_v1,50,female,814
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_50,csv_age_gender_long_v1,50,all,1647
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_51,csv_age_gender_long_v1,51,male,802
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_51,csv_age_gender_long_v1,51,female,834
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_51,csv_age_gender_long_v1,51,all,1636
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_52,csv_age_gender_long_v1,52,male,906
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_52,csv_age_gender_long_v1,52,female,844
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_52,csv_age_gender_long_v1,52,all,1750
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_53,csv_age_gender_long_v1,53,male,839
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_53,csv_age_gender_long_v1,53,female,856
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_53,csv_age_gender_long_v1,53,all,1695
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_54,csv_age_gender_long_v1,54,male,854
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_54,csv_age_gender_long_v1,54,female,863
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_54,csv_age_gender_long_v1,54,all,1717
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_55,csv_age_gender_long_v1,55,male,858
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_55,csv_age_gender_long_v1,55,female,881
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_55,csv_age_gender_long_v1,55,all,1739
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_56,csv_age_gender_long_v1,56,male,875
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_56,csv_age_gender_long_v1,56,female,844
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_56,csv_age_gender_long_v1,56,all,1719
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_57,csv_age_gender_long_v1,57,male,827
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_57,csv_age_gender_long_v1,57,female,850
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_57,csv_age_gender_long_v1,57,all,1677
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_58,csv_age_gender_long_v1,58,male,790
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_58,csv_age_gender_long_v1,58,female,784
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_58,csv_age_gender_long_v1,58,all,1574
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_59,csv_age_gender_long_v1,59,male,751
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_59,csv_age_gender_long_v1,59,female,732
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_59,csv_age_gender_long_v1,59,all,1483
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_60,csv_age_gender_long_v1,60,male,724
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_60,csv_age_gender_long_v1,60,female,695
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_60,csv_age_gender_long_v1,60,all,1419
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_61,csv_age_gender_long_v1,61,male,666
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_61,csv_age_gender_long_v1,61,female,703
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_61,csv_age_gender_long_v1,61,all,1369
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_62,csv_age_gender_long_v1,62,male,660
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_62,csv_age_gender_long_v1,62,female,716
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_62,csv_age_gender_long_v1,62,all,1376
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_63,csv_age_gender_long_v1,63,male,661
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_63,csv_age_gender_long_v1,63,female,678
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_63,csv_age_gender_long_v1,63,all,1339
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_64,csv_age_gender_long_v1,64,male,583
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_64,csv_age_gender_long_v1,64,female,621
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_64,csv_age_gender_long_v1,64,all,1204
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_65,csv_age_gender_long_v1,65,male,540
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_65,csv_age_gender_long_v1,65,female,600
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_65,csv_age_gender_long_v1,65,all,1140
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_66,csv_age_gender_long_v1,66,male,511
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_66,csv_age_gender_long_v1,66,female,545
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_66,csv_age_gender_long_v1,66,all,1056
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_67,csv_age_gender_long_v1,67,male,543
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_67,csv_age_gender_long_v1,67,female,542
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_67,csv_age_gender_long_v1,67,all,1085
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_68,csv_age_gender_long_v1,68,male,458
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_68,csv_age_gender_long_v1,68,female,537
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_68,csv_age_gender_long_v1,68,all,995
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_69,csv_age_gender_long_v1,69,male,495
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_69,csv_age_gender_long_v1,69,female,523
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_69,csv_age_gender_long_v1,69,all,1018
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_70,csv_age_gender_long_v1,70,male,456
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_70,csv_age_gender_long_v1,70,female,485
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_70,csv_age_gender_long_v1,70,all,941
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_71,csv_age_gender_long_v1,71,male,458
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_71,csv_age_gender_long_v1,71,female,515
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_71,csv_age_gender_long_v1,71,all,973
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_72,csv_age_gender_long_v1,72,male,460
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_72,csv_age_gender_long_v1,72,female,475
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_72,csv_age_gender_long_v1,72,all,935
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_73,csv_age_gender_long_v1,73,male,454
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_73,csv_age_gender_long_v1,73,female,522
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_73,csv_age_gender_long_v1,73,all,976
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_74,csv_age_gender_long_v1,74,male,451
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_74,csv_age_gender_long_v1,74,female,514
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_74,csv_age_gender_long_v1,74,all,965
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_75,csv_age_gender_long_v1,75,male,346
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_75,csv_age_gender_long_v1,75,female,379
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_75,csv_age_gender_long_v1,75,all,725
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_76,csv_age_gender_long_v1,76,male,358
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_76,csv_age_gender_long_v1,76,female,425
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_76,csv_age_gender_long_v1,76,all,783
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_77,csv_age_gender_long_v1,77,male,305
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_77,csv_age_gender_long_v1,77,female,400
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_77,csv_age_gender_long_v1,77,all,705
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_78,csv_age_gender_long_v1,78,male,267
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_78,csv_age_gender_long_v1,78,female,295
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_78,csv_age_gender_long_v1,78,all,562
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_79,csv_age_gender_long_v1,79,male,248
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_79,csv_age_gender_long_v1,79,female,310
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_79,csv_age_gender_long_v1,79,all,558
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_80,csv_age_gender_long_v1,80,male,269
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_80,csv_age_gender_long_v1,80,female,319
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_80,csv_age_gender_long_v1,80,all,588
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_81,csv_age_gender_long_v1,81,male,292
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_81,csv_age_gender_long_v1,81,female,311
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_81,csv_age_gender_long_v1,81,all,603
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_82,csv_age_gender_long_v1,82,male,248
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_82,csv_age_gender_long_v1,82,female,308
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_82,csv_age_gender_long_v1,82,all,556
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_83,csv_age_gender_long_v1,83,male,220
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_83,csv_age_gender_long_v1,83,female,280
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_83,csv_age_gender_long_v1,83,all,500
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_84,csv_age_gender_long_v1,84,male,198
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_84,csv_age_gender_long_v1,84,female,278
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_84,csv_age_gender_long_v1,84,all,476
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_85,csv_age_gender_long_v1,85,male,188
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_85,csv_age_gender_long_v1,85,female,234
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_85,csv_age_gender_long_v1,85,all,422
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_86,csv_age_gender_long_v1,86,male,157
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_86,csv_age_gender_long_v1,86,female,204
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_86,csv_age_gender_long_v1,86,all,361
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_87,csv_age_gender_long_v1,87,male,126
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_87,csv_age_gender_long_v1,87,female,214
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_87,csv_age_gender_long_v1,87,all,340
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_88,csv_age_gender_long_v1,88,male,101
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_88,csv_age_gender_long_v1,88,female,174
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_88,csv_age_gender_long_v1,88,all,275
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_89,csv_age_gender_long_v1,89,male,86
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_89,csv_age_gender_long_v1,89,female,150
1.0,census_2021_age_gender_csv,c0c1c2f211737129a8ec8f3db52442baf5ad0d85dd8f627e3f833314e9f9dabc,,2021-03-21,observed,csv_age_89,csv_age_gender_long_v1,89,all,236
