schema_version,source_id,source_sha256,evidence_source_id,reference_period,observation_status,source_locator,transformation_id,measure,category,subcategory,value,unit
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_detached_owner_occupied,csv_property_type_long_v1,households,property_type,House/ Detached | Owner-occupied,9270,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_detached_social_housing_rent,csv_property_type_long_v1,households,property_type,House/ Detached | Social housing rent,180,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_detached_qualified_private_rent,csv_property_type_long_v1,households,property_type,House/ Detached | Qualified private rent,1420,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_detached_non_qualified_accommodation,csv_property_type_long_v1,households,property_type,House/ Detached | Non-qualified accommodation,250,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_semi_detached_owner_occupied,csv_property_type_long_v1,households,property_type,House/Semi-detached | Owner-occupied,6310,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_semi_detached_social_housing_rent,csv_property_type_long_v1,households,property_type,House/Semi-detached | Social housing rent,990,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_semi_detached_qualified_private_rent,csv_property_type_long_v1,households,property_type,House/Semi-detached | Qualified private rent,1510,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_semi_detached_non_qualified_accommodation,csv_property_type_long_v1,households,property_type,House/Semi-detached | Non-qualified accommodation,290,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_terraced_owner_occupied,csv_property_type_long_v1,households,property_type,House/Terraced | Owner-occupied,3210,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_terraced_social_housing_rent,csv_property_type_long_v1,households,property_type,House/Terraced | Social housing rent,480,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_terraced_qualified_private_rent,csv_property_type_long_v1,households,property_type,House/Terraced | Qualified private rent,710,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_house_terraced_non_qualified_accommodation,csv_property_type_long_v1,households,property_type,House/Terraced | Non-qualified accommodation,110,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_purpose_build_block_owner_occupied,csv_property_type_long_v1,households,property_type,Flat/Purpose build block | Owner-occupied,3630,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_purpose_build_block_social_housing_rent,csv_property_type_long_v1,households,property_type,Flat/Purpose build block | Social housing rent,4030,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_purpose_build_block_qualified_private_rent,csv_property_type_long_v1,households,property_type,Flat/Purpose build block | Qualified private rent,4540,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_purpose_build_block_non_qualified_accommodation,csv_property_type_long_v1,households,property_type,Flat/Purpose build block | Non-qualified accommodation,1800,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_part_of_converted_house_owner_occupied,csv_property_type_long_v1,households,property_type,Flat/Part of converted house | Owner-occupied,1320,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_part_of_converted_house_social_housing_rent,csv_property_type_long_v1,households,property_type,Flat/Part of converted house | Social housing rent,140,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_part_of_converted_house_qualified_private_rent,csv_property_type_long_v1,households,property_type,Flat/Part of converted house | Qualified private rent,2040,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_part_of_converted_house_non_qualified_accommodation,csv_property_type_long_v1,households,property_type,Flat/Part of converted house | Non-qualified accommodation,1220,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_in_a_commercial_building_owner_occupied,csv_property_type_long_v1,households,property_type,Flat/In a commercial building | Owner-occupied,110,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_in_a_commercial_building_social_housing_rent,csv_property_type_long_v1,households,property_type,Flat/In a commercial building | Social housing rent,10,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_in_a_commercial_building_qualified_private_rent,csv_property_type_long_v1,households,property_type,Flat/In a commercial building | Qualified private rent,510,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_flat_in_a_commercial_building_non_qualified_accommodation,csv_property_type_long_v1,households,property_type,Flat/In a commercial building | Non-qualified accommodation,380,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_temporary_structure_tent_boat_or_portakabintm_owner_occupied,csv_property_type_long_v1,households,property_type,"Temporary Structure/Tent, boat or PortakabinTM | Owner-occupied",20,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_temporary_structure_tent_boat_or_portakabintm_non_qualified_accommodation,csv_property_type_long_v1,households,property_type,"Temporary Structure/Tent, boat or PortakabinTM | Non-qualified accommodation",100,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_all_excluding_vacant_properties_owner_occupied,csv_property_type_long_v1,households,property_type,All(excluding vacant properties) | Owner-occupied,23870,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_all_excluding_vacant_properties_social_housing_rent,csv_property_type_long_v1,households,property_type,All(excluding vacant properties) | Social housing rent,5830,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_all_excluding_vacant_properties_qualified_private_rent,csv_property_type_long_v1,households,property_type,All(excluding vacant properties) | Qualified private rent,10740,households
1.0,census_2021_household_property_type_csv,498ed541367041ebe9e9a038995e608940b58588fdbfa4211349027a812c0569,,2021-03-21,observed,csv_all_excluding_vacant_properties_non_qualified_accommodation,csv_property_type_long_v1,households,property_type,All(excluding vacant properties) | Non-qualified accommodation,4150,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_owner_occupied_households,csv_bedroom_controls_long_v1,households,tenure,Owner-occupied,23870,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_owner_occupied_persons,csv_bedroom_controls_long_v1,persons,tenure,Owner-occupied,57503,people
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_owner_occupied_mean_persons_per_household,csv_bedroom_controls_long_v1,mean_persons_per_household,tenure,Owner-occupied,2.41,persons_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_owner_occupied_mean_bedroooms_per_household,csv_bedroom_controls_long_v1,mean_bedrooms_per_household,tenure,Owner-occupied,3.02,bedrooms_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_owner_occupied_mean_persons_per_bedroom,csv_bedroom_controls_long_v1,mean_persons_per_bedroom,tenure,Owner-occupied,0.8,persons_per_bedroom
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_social_housing_rent_households,csv_bedroom_controls_long_v1,households,tenure,Social housing rent,5826,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_social_housing_rent_persons,csv_bedroom_controls_long_v1,persons,tenure,Social housing rent,12209,people
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_social_housing_rent_mean_persons_per_household,csv_bedroom_controls_long_v1,mean_persons_per_household,tenure,Social housing rent,2.1,persons_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_social_housing_rent_mean_bedroooms_per_household,csv_bedroom_controls_long_v1,mean_bedrooms_per_household,tenure,Social housing rent,1.81,bedrooms_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_social_housing_rent_mean_persons_per_bedroom,csv_bedroom_controls_long_v1,mean_persons_per_bedroom,tenure,Social housing rent,1.15,persons_per_bedroom
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_qualified_private_rent_households,csv_bedroom_controls_long_v1,households,tenure,Qualified private rent,10739,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_qualified_private_rent_persons,csv_bedroom_controls_long_v1,persons,tenure,Qualified private rent,23146,people
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_qualified_private_rent_mean_persons_per_household,csv_bedroom_controls_long_v1,mean_persons_per_household,tenure,Qualified private rent,2.16,persons_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_qualified_private_rent_mean_bedroooms_per_household,csv_bedroom_controls_long_v1,mean_bedrooms_per_household,tenure,Qualified private rent,1.96,bedrooms_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_qualified_private_rent_mean_persons_per_bedroom,csv_bedroom_controls_long_v1,mean_persons_per_bedroom,tenure,Qualified private rent,1.1,persons_per_bedroom
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_staff_or_service_accommodation_households,csv_bedroom_controls_long_v1,households,tenure,Staff or service accommodation,1095,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_staff_or_service_accommodation_persons,csv_bedroom_controls_long_v1,persons,tenure,Staff or service accommodation,2231,people
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_staff_or_service_accommodation_mean_persons_per_household,csv_bedroom_controls_long_v1,mean_persons_per_household,tenure,Staff or service accommodation,2.04,persons_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_staff_or_service_accommodation_mean_bedroooms_per_household,csv_bedroom_controls_long_v1,mean_bedrooms_per_household,tenure,Staff or service accommodation,1.73,bedrooms_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_staff_or_service_accommodation_mean_persons_per_bedroom,csv_bedroom_controls_long_v1,mean_persons_per_bedroom,tenure,Staff or service accommodation,1.18,persons_per_bedroom
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_registered_lodging_house_households,csv_bedroom_controls_long_v1,households,tenure,Registered lodging house,700,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_registered_lodging_house_persons,csv_bedroom_controls_long_v1,persons,tenure,Registered lodging house,1252,people
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_registered_lodging_house_mean_persons_per_household,csv_bedroom_controls_long_v1,mean_persons_per_household,tenure,Registered lodging house,1.79,persons_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_registered_lodging_house_mean_bedroooms_per_household,csv_bedroom_controls_long_v1,mean_bedrooms_per_household,tenure,Registered lodging house,1.27,bedrooms_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_registered_lodging_house_mean_persons_per_bedroom,csv_bedroom_controls_long_v1,mean_persons_per_bedroom,tenure,Registered lodging house,1.41,persons_per_bedroom
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_lodger_poaying_rent_in_private_household_households,csv_bedroom_controls_long_v1,households,tenure,Lodger poaying rent in private household,857,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_lodger_poaying_rent_in_private_household_persons,csv_bedroom_controls_long_v1,persons,tenure,Lodger poaying rent in private household,1751,people
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_lodger_poaying_rent_in_private_household_mean_persons_per_household,csv_bedroom_controls_long_v1,mean_persons_per_household,tenure,Lodger poaying rent in private household,2.04,persons_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_lodger_poaying_rent_in_private_household_mean_bedroooms_per_household,csv_bedroom_controls_long_v1,mean_bedrooms_per_household,tenure,Lodger poaying rent in private household,1.52,bedrooms_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_lodger_poaying_rent_in_private_household_mean_persons_per_bedroom,csv_bedroom_controls_long_v1,mean_persons_per_bedroom,tenure,Lodger poaying rent in private household,1.34,persons_per_bedroom
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_other_non_qualified_accommodation_households,csv_bedroom_controls_long_v1,households,tenure,Other non-qualified accommodation,1496,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_other_non_qualified_accommodation_persons,csv_bedroom_controls_long_v1,persons,tenure,Other non-qualified accommodation,3096,people
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_other_non_qualified_accommodation_mean_persons_per_household,csv_bedroom_controls_long_v1,mean_persons_per_household,tenure,Other non-qualified accommodation,2.07,persons_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_other_non_qualified_accommodation_mean_bedroooms_per_household,csv_bedroom_controls_long_v1,mean_bedrooms_per_household,tenure,Other non-qualified accommodation,1.48,bedrooms_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_other_non_qualified_accommodation_mean_persons_per_bedroom,csv_bedroom_controls_long_v1,mean_persons_per_bedroom,tenure,Other non-qualified accommodation,1.4,persons_per_bedroom
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_all_households_excluding_communals_households,csv_bedroom_controls_long_v1,households,tenure,All households (excluding communals),44583,households
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_all_households_excluding_communals_persons,csv_bedroom_controls_long_v1,persons,tenure,All households (excluding communals),101188,people
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_all_households_excluding_communals_mean_persons_per_household,csv_bedroom_controls_long_v1,mean_persons_per_household,tenure,All households (excluding communals),2.27,persons_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_all_households_excluding_communals_mean_bedroooms_per_household,csv_bedroom_controls_long_v1,mean_bedrooms_per_household,tenure,All households (excluding communals),2.57,bedrooms_per_household
1.0,census_2021_housing_persons_bedrooms_csv,0f79666e06d28f896dee4cdd173dc6c8e8bdab125864950cf4ee10a2b5339236,,2021-03-21,observed,csv_all_households_excluding_communals_mean_persons_per_bedroom,csv_bedroom_controls_long_v1,mean_persons_per_bedroom,tenure,All households (excluding communals),0.92,persons_per_bedroom
1.0,census_2021_overcrowding_csv,4882a98d8765f5ffad760cecfdb38c5972097b25bb91c04580d8f77fc0b967ae,,2021-03-21,observed,csv_owner_occupied_2021,csv_overcrowding_2021_v1,overcrowded_households,tenure,Owner occupied,1.5,percent
1.0,census_2021_overcrowding_csv,4882a98d8765f5ffad760cecfdb38c5972097b25bb91c04580d8f77fc0b967ae,,2021-03-21,observed,csv_qualified_rent_2021,csv_overcrowding_2021_v1,overcrowded_households,tenure,Qualified rent,5.2,percent
1.0,census_2021_overcrowding_csv,4882a98d8765f5ffad760cecfdb38c5972097b25bb91c04580d8f77fc0b967ae,,2021-03-21,observed,csv_social_housing_rent_2021,csv_overcrowding_2021_v1,overcrowded_households,tenure,Social housing rent,4.7,percent
1.0,census_2021_overcrowding_csv,4882a98d8765f5ffad760cecfdb38c5972097b25bb91c04580d8f77fc0b967ae,,2021-03-21,observed,csv_non_qualified_accomodation_2021,csv_overcrowding_2021_v1,overcrowded_households,tenure,Non-qualified accomodation,14.6,percent
1.0,census_2021_overcrowding_csv,4882a98d8765f5ffad760cecfdb38c5972097b25bb91c04580d8f77fc0b967ae,,2021-03-21,observed,csv_all_households_2021,csv_overcrowding_2021_v1,overcrowded_households,tenure,All households,4,percent
