schema_version,source_id,source_sha256,evidence_source_id,reference_period,observation_status,source_locator,transformation_id,year,age_band,sex,count,reporting_status,upper_bound
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_16_17,annual_estimates_age_band_sum_v1,2012,16_to_17,all,2220,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_0_17,annual_estimates_age_band_sum_v1,2012,17_and_under,male,9430,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_0_17,annual_estimates_age_band_sum_v1,2012,17_and_under,female,9160,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_0_17,annual_estimates_age_band_sum_v1,2012,17_and_under,all,18590,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_18_29,annual_estimates_age_band_sum_v1,2012,18_to_29,male,7310,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_18_29,annual_estimates_age_band_sum_v1,2012,18_to_29,female,7150,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_18_29,annual_estimates_age_band_sum_v1,2012,18_to_29,all,14460,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_30_39,annual_estimates_age_band_sum_v1,2012,30_to_39,male,7200,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_30_39,annual_estimates_age_band_sum_v1,2012,30_to_39,female,7140,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_30_39,annual_estimates_age_band_sum_v1,2012,30_to_39,all,14340,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_40_49,annual_estimates_age_band_sum_v1,2012,40_to_49,male,8280,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_40_49,annual_estimates_age_band_sum_v1,2012,40_to_49,female,8260,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_40_49,annual_estimates_age_band_sum_v1,2012,40_to_49,all,16540,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_50_54,annual_estimates_age_band_sum_v1,2012,50_to_54,male,3700,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_50_54,annual_estimates_age_band_sum_v1,2012,50_to_54,female,3780,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_50_54,annual_estimates_age_band_sum_v1,2012,50_to_54,all,7480,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_55_59,annual_estimates_age_band_sum_v1,2012,55_to_59,male,3090,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_55_59,annual_estimates_age_band_sum_v1,2012,55_to_59,female,3150,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_55_59,annual_estimates_age_band_sum_v1,2012,55_to_59,all,6240,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_60_64,annual_estimates_age_band_sum_v1,2012,60_to_64,male,2730,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_60_64,annual_estimates_age_band_sum_v1,2012,60_to_64,female,2820,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_60_64,annual_estimates_age_band_sum_v1,2012,60_to_64,all,5550,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_65_69,annual_estimates_age_band_sum_v1,2012,65_to_69,male,2300,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_65_69,annual_estimates_age_band_sum_v1,2012,65_to_69,female,2450,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_65_69,annual_estimates_age_band_sum_v1,2012,65_to_69,all,4750,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_70_74,annual_estimates_age_band_sum_v1,2012,70_to_74,male,1690,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_70_74,annual_estimates_age_band_sum_v1,2012,70_to_74,female,1880,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_70_74,annual_estimates_age_band_sum_v1,2012,70_to_74,all,3570,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_75_79,annual_estimates_age_band_sum_v1,2012,75_to_79,male,1440,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_75_79,annual_estimates_age_band_sum_v1,2012,75_to_79,female,1650,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_75_79,annual_estimates_age_band_sum_v1,2012,75_to_79,all,3090,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_80_max,annual_estimates_age_band_sum_v1,2012,80_plus,male,1500,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_80_max,annual_estimates_age_band_sum_v1,2012,80_plus,female,2540,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_80_max,annual_estimates_age_band_sum_v1,2012,80_plus,all,4040,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_50_max,annual_estimates_age_band_sum_v1,2012,50_plus,male,16450,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_50_max,annual_estimates_age_band_sum_v1,2012,50_plus,female,18270,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_50_max,annual_estimates_age_band_sum_v1,2012,50_plus,all,34720,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_16_max,annual_estimates_age_band_sum_v1,2012,16_plus,male,40400,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_16_max,annual_estimates_age_band_sum_v1,2012,16_plus,female,41880,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_16_max,annual_estimates_age_band_sum_v1,2012,16_plus,all,82280,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_0_max,annual_estimates_age_band_sum_v1,2012,all,male,48670,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_0_max,annual_estimates_age_band_sum_v1,2012,all,female,49980,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2012_ages_0_max,annual_estimates_age_band_sum_v1,2012,all,all,98650,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_5_11,annual_estimates_age_band_sum_v1,2013,5_to_11,male,3470,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_5_11,annual_estimates_age_band_sum_v1,2013,5_to_11,female,3480,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_5_11,annual_estimates_age_band_sum_v1,2013,5_to_11,all,6950,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_12_15,annual_estimates_age_band_sum_v1,2013,12_to_15,male,2100,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_12_15,annual_estimates_age_band_sum_v1,2013,12_to_15,female,2020,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_12_15,annual_estimates_age_band_sum_v1,2013,12_to_15,all,4120,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_16_17,annual_estimates_age_band_sum_v1,2013,16_to_17,male,1170,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_16_17,annual_estimates_age_band_sum_v1,2013,16_to_17,female,1090,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_16_17,annual_estimates_age_band_sum_v1,2013,16_to_17,all,2260,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_0_17,annual_estimates_age_band_sum_v1,2013,17_and_under,male,9400,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_0_17,annual_estimates_age_band_sum_v1,2013,17_and_under,female,9200,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_0_17,annual_estimates_age_band_sum_v1,2013,17_and_under,all,18600,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_18_29,annual_estimates_age_band_sum_v1,2013,18_to_29,male,7320,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_18_29,annual_estimates_age_band_sum_v1,2013,18_to_29,female,7050,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_18_29,annual_estimates_age_band_sum_v1,2013,18_to_29,all,14370,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_30_39,annual_estimates_age_band_sum_v1,2013,30_to_39,male,7240,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_30_39,annual_estimates_age_band_sum_v1,2013,30_to_39,female,7180,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_30_39,annual_estimates_age_band_sum_v1,2013,30_to_39,all,14420,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_40_49,annual_estimates_age_band_sum_v1,2013,40_to_49,male,8180,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_40_49,annual_estimates_age_band_sum_v1,2013,40_to_49,female,8140,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_40_49,annual_estimates_age_band_sum_v1,2013,40_to_49,all,16320,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_50_54,annual_estimates_age_band_sum_v1,2013,50_to_54,male,3840,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_50_54,annual_estimates_age_band_sum_v1,2013,50_to_54,female,3800,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_50_54,annual_estimates_age_band_sum_v1,2013,50_to_54,all,7640,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_55_59,annual_estimates_age_band_sum_v1,2013,55_to_59,male,3190,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_55_59,annual_estimates_age_band_sum_v1,2013,55_to_59,female,3290,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_55_59,annual_estimates_age_band_sum_v1,2013,55_to_59,all,6480,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_60_64,annual_estimates_age_band_sum_v1,2013,60_to_64,male,2740,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_60_64,annual_estimates_age_band_sum_v1,2013,60_to_64,female,2830,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_60_64,annual_estimates_age_band_sum_v1,2013,60_to_64,all,5570,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_65_69,annual_estimates_age_band_sum_v1,2013,65_to_69,male,2410,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_65_69,annual_estimates_age_band_sum_v1,2013,65_to_69,female,2560,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_65_69,annual_estimates_age_band_sum_v1,2013,65_to_69,all,4970,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_70_74,annual_estimates_age_band_sum_v1,2013,70_to_74,male,1690,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_70_74,annual_estimates_age_band_sum_v1,2013,70_to_74,female,1880,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_70_74,annual_estimates_age_band_sum_v1,2013,70_to_74,all,3570,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_75_79,annual_estimates_age_band_sum_v1,2013,75_to_79,male,1480,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_75_79,annual_estimates_age_band_sum_v1,2013,75_to_79,female,1680,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_75_79,annual_estimates_age_band_sum_v1,2013,75_to_79,all,3160,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_80_max,annual_estimates_age_band_sum_v1,2013,80_plus,male,1560,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_80_max,annual_estimates_age_band_sum_v1,2013,80_plus,female,2620,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_80_max,annual_estimates_age_band_sum_v1,2013,80_plus,all,4180,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_50_max,annual_estimates_age_band_sum_v1,2013,50_plus,male,16910,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_50_max,annual_estimates_age_band_sum_v1,2013,50_plus,female,18660,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_50_max,annual_estimates_age_band_sum_v1,2013,50_plus,all,35570,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_16_max,annual_estimates_age_band_sum_v1,2013,16_plus,male,40820,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_16_max,annual_estimates_age_band_sum_v1,2013,16_plus,female,42120,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_16_max,annual_estimates_age_band_sum_v1,2013,16_plus,all,82940,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_0_max,annual_estimates_age_band_sum_v1,2013,all,male,49050,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_0_max,annual_estimates_age_band_sum_v1,2013,all,female,50230,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2013_ages_0_max,annual_estimates_age_band_sum_v1,2013,all,all,99280,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_5_11,annual_estimates_age_band_sum_v1,2014,5_to_11,male,3550,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_5_11,annual_estimates_age_band_sum_v1,2014,5_to_11,female,3530,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_5_11,annual_estimates_age_band_sum_v1,2014,5_to_11,all,7080,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_12_15,annual_estimates_age_band_sum_v1,2014,12_to_15,male,2020,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_12_15,annual_estimates_age_band_sum_v1,2014,12_to_15,female,1950,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_12_15,annual_estimates_age_band_sum_v1,2014,12_to_15,all,3970,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_16_17,annual_estimates_age_band_sum_v1,2014,16_to_17,male,1140,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_16_17,annual_estimates_age_band_sum_v1,2014,16_to_17,female,1070,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_16_17,annual_estimates_age_band_sum_v1,2014,16_to_17,all,2210,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_0_17,annual_estimates_age_band_sum_v1,2014,17_and_under,male,9360,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_0_17,annual_estimates_age_band_sum_v1,2014,17_and_under,female,9160,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_0_17,annual_estimates_age_band_sum_v1,2014,17_and_under,all,18520,reported,
1.0,annual_population_estimates_by_age_sex_csv,1b7b14fa75cab035860dd865eedd72527a92dac1a9ca0fcf76bbb5a2b731e368,,2011/2024,derived,derived_from_year_2014_ages_18_29,annual_estimates_age_band_sum_v1,2014,18_to_29,male,7330,reported,
