schema_version,source_id,source_sha256,evidence_source_id,reference_period,observation_status,source_locator,transformation_id,week_ending,dose,age_band,metric,value,reporting_status,upper_bound
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalNumberFirstDoseVaccinations,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,all,cumulative_doses,40137,reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalNumberSecondDoseVaccinations,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,all,cumulative_doses,5621,reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalNumberThirdDoseVaccinations,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,all,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalNumberFourthDoseVaccinations,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_4,all,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalNumberFirstDoseVaccinationsPercentage,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,all,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalNumberSecondDoseVaccinationsPercentage,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,all,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalNumberThirdDoseVaccinationsPercentage,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,all,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalNumberFourthDoseVaccinationsPercentage,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_4,all,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose80yearsandover,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,80_plus,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose75to79years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,75_to_79,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose70to74years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,70_to_74,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose65to69years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,65_to_69,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose60to64years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,60_to_64,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose55to59years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,55_to_59,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose50to54years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,50_to_54,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose40to49years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,40_to_49,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose30to39years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,30_to_39,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose18to29years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,18_to_29,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose17yearsandunder,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,17_and_under,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose16to17years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,16_to_17,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose12to15years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,12_to_15,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesFirstDose5to11years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,5_to_11,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose80yearsandover,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,80_plus,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose75to79years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,75_to_79,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose70to74years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,70_to_74,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose65to69years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,65_to_69,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose60to64years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,60_to_64,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose55to59years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,55_to_59,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose50to54years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,50_to_54,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose40to49years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,40_to_49,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose30to39years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,30_to_39,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose18to29years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,18_to_29,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose17yearsandunder,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,17_and_under,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose16to17years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,16_to_17,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose12to15years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,12_to_15,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedFirstDose5to11years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_1,5_to_11,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose80yearsandover,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,80_plus,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose75to79years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,75_to_79,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose70to74years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,70_to_74,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose65to69years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,65_to_69,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose60to64years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,60_to_64,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose55to59years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,55_to_59,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose50to54years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,50_to_54,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose40to49years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,40_to_49,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose30to39years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,30_to_39,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose18to29years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,18_to_29,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose17yearsandunder,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,17_and_under,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose16to17years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,16_to_17,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose12to15years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,12_to_15,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesSecondDose5to11years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,5_to_11,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose80yearsandover,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,80_plus,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose75to79years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,75_to_79,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose70to74years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,70_to_74,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose65to69years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,65_to_69,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose60to64years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,60_to_64,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose55to59years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,55_to_59,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose50to54years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,50_to_54,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose40to49years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,40_to_49,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose30to39years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,30_to_39,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose18to29years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,18_to_29,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose17yearsandunder,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,17_and_under,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose16to17years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,16_to_17,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose12to15years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,12_to_15,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedSecondDose5to11years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_2,5_to_11,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose80yearsandover,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,80_plus,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose75to79years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,75_to_79,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose70to74years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,70_to_74,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose65to69years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,65_to_69,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose60to64years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,60_to_64,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose55to59years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,55_to_59,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose50to54years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,50_to_54,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose40to49years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,40_to_49,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose30to39years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,30_to_39,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose18to29years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,18_to_29,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose16to17years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,16_to_17,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose12to15years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,12_to_15,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsTotalVaccinationDosesThirdDose5to11years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,5_to_11,cumulative_doses,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedThirdDose80yearsandover,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,80_plus,percent_population,,not_reported,
1.0,covid19_weekly_vaccination_csv,f6708113693c77fefb0d43f8a2551d6f6fcb2fc1db69a5b128087c64280a382a,,2021-03-14/2023-01-29,observed,csv_row_2021-03-14_col_VaccinationsPercentagePopulationVaccinatedThirdDose75to79years,csv_covid_weekly_vaccination_long_v1,2021-03-14,dose_3,75_to_79,percent_population,,not_reported,
