Date,TestsTotaltests,TestsTotalsamplestestedpriorto1July2020,TestsTotalsamplestestedsince1July2020,TestsReasonfortestseekinghealthcaresymptomatic,TestsReasonforTestInboundTravel,TestsReasonforTestOnIslandSurveillanceScreening,TestsPendingResults,TestsNegativeTestsPriorto1July2020,TestsNegativeTestssince1July2020,TestsAverageTurnaroundTimeAllSwabsLast7days,TestsTotalNegativeTests,CasesTotalConfirmedPositiveCases,CasesFemalePositiveNumber,CasesMalePositiveNumber,CasesFemalePositivePercentage,CasesMalePositivePercentage,CasesAverageAgeTestedPositive,CasesSeven7DayNumberper100000,CasesFortnight14dayNumberper100000,CasesPositiveCasesIdentifiedPriorto1July2020,CasesPositiveCasesIdentifiedSince1July2020,CasesPositiveCasesIdentifiedSymptomaticIndividualsSeekingHealthcare,CasesPositiveCasesIdentifiedInboundTravelArrivalsScreening,CasesPositiveCasesIdentifiedAdmissionsScreening,CasesPositiveCasesIdentifiedWorkforceScreening,CasesPositiveCasesIdentifiedCohortScreening,CasesPositiveCasesIdentifiedContactTracing,CasesOldCasesConfirmedBySerology,CasesManagedInOtherJurisdictions,CasesCurrentKnownActiveCases,CasesSymptomatic,CasesAsymptomatic,CasesNumberOfKnownDirectContactsOfCurrentActiveCases,CasesDailyNewConfirmedCases,CasesKnownCasesInCareHomes,CasesKnownCasesInCommunity,CasesKnownCasesInHospital,RecoveriesTotalRecovered,RecoveriesFemaleRecoveredNumber,RecoveriesMaleRecoveredNumber,RecoveriesFemaleRecoveredPercentage,RecoveriesMaleRecoveredPercentage,RecoveriesAverageAgeRecovered,MortalityTotalDeaths,MortalityLaboratoryProvenDeaths,MortalityProbableCovid-19,MortalityDeathsGeneralHospital,MortalityDeathsStSaviours,MortalityDeathsCareHomes,MortalityDeathsDomesticProperties,MortalityDeathsAge40to49,Mortalitypercentageregistereddeathsaged40-49,MortalityDeathsAge50to59,Mortalitypercentageregistereddeathsaged50-59,MortalityDeathsAge60to69,Mortalitypercentageregistereddeathsaged60-69,MortalityDeathsAge70to79,Mortalitypercentageregistereddeathsaged70-79,MortalityDeathsAge80to89,Mortalitypercentageregistereddeathsaged80-89,MortalityDeathsAge90andover,Mortalitypercentageregistereddeathsaged90andover,MortalityDeathsFemale,MortalityDeathsMale,InboundTravelPercentageArrivalsScreeningIdentifiedatDay0,InboundTravelPercentageArrivalsScreeningIdentifiedatDay5,InboundTravelPercentageArrivalsScreeningIdentifiedatDay8or10,InboundTravelPercentageArrivingfromRed,InboundTravelPercentageArrivingfromAmber,InboundTravelPercentageArrivingfromGreen,InboundTravelPercentageArrivingbyAir,InboundTravelPercentageArrivingBySea,InboundTravelPercentageTravellersDeclaredasResident,InboundTravelReasonforTravelBusinessVisitortoJersey,InboundTravelReasonforTravelCriticalWorker,InboundTravelReasonforTravelHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelJerseyResidentReturningHome,InboundTravelReasonforTravelNotRecorded,InboundTravelReasonforTravelSeasonalWorker,InboundTravelReasonforTravelUniversityStudentReturningHome,InboundTravelReasonforTravelVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelCrewonInboundCraft,InboundTravelArrivalsfromAmber,InboundTravelArrivalsfromGreen,InboundTravelArrivalsfromRed,InboundTravelPositiveArrivalsByAir,InboundTravelPositiveArrivalsBySea,InboundTravelNumberArrivalsScreeningIdentifiedatDay0,InboundTravelNumberArrivalsScreeningIdentifiedatDay8or10,InboundTravelNumberArrivalsScreeningIdentifiedatDay5,InboundTravelReasonforTravelBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBoardingSchoolStudentReturningHome,InboundTravelReasonforTravelPercentageBusinessVisitortoJersey,InboundTravelReasonforTravelPercentageCriticalWorker,InboundTravelReasonforTravelPercentageHolidayLeisureVisitortoJersey,InboundTravelReasonforTravelPercentageJerseyResidentReturningHome,InboundTravelReasonforTravelPercentageNotRecorded,InboundTravelReasonforTravelPercentageSeasonalWorker,InboundTravelReasonforTravelPercentageUniversityStudentReturningHome,InboundTravelReasonforTravelPercentageVisitingFriendsRelativesinJersey,InboundTravelReasonforTravelPercentageCrewonInboundCraft,7DayRate18to39,7DayRate40to59,7DayRateOver60,7DayRateUnder18,TestReasonbyWeekInboundTravel,TestReasonbyWeekOnIslandSurveillanceScreening,TestReasonbyWeekSeekingHealthcareSymptomatic,7DayRatePercentageChange,DateTime,DateTimeShort
2022-12-07,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 7 December 2022","12:00 AM, 7 Dec 2022"
2022-12-06,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 6 December 2022","12:00 AM, 6 Dec 2022"
2022-12-05,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2070,330,,"12:00 AM, Monday 5 December 2022","12:00 AM, 5 Dec 2022"
2022-12-04,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 4 December 2022","12:00 AM, 4 Dec 2022"
2022-12-03,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 3 December 2022","12:00 AM, 3 Dec 2022"
2022-12-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 2 December 2022","12:00 AM, 2 Dec 2022"
2022-12-01,1117204,15802,1101402,99711,486755,514936,62,15482,1038531,5.4,float;#1054013.00000000,63128,33622,29506,0.533,0.467,38,277.37,500,320,62821,50746,2515,1015,2272,667,5594,13,55,337,0,0,0,41,2,326,9,62621,33360,29261,0.533,0.467,38,142,125,17,86,3,43,10,2,0.014,6,0.042,11,0.077,26,0.183,53,0.373,44,0.31,0.415,0.585,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,305,334,280,218,,,,0.317171621,"12:00 AM, Thursday 1 December 2022","12:00 AM, 1 Dec 2022"
2022-11-30,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 30 November 2022","12:00 AM, 30 Nov 2022"
2022-11-29,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 29 November 2022","12:00 AM, 29 Nov 2022"
2022-11-28,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2150,230,,"12:00 AM, Monday 28 November 2022","12:00 AM, 28 Nov 2022"
2022-11-27,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 27 November 2022","12:00 AM, 27 Nov 2022"
2022-11-26,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 26 November 2022","12:00 AM, 26 Nov 2022"
2022-11-25,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 25 November 2022","12:00 AM, 25 Nov 2022"
2022-11-24,1114727,15802,1098925,99288,486755,512882,105,15482,1036313,4.6,float;#1051795.00000000,62826,33440,29386,0.532,0.468,38,218,467.53,320,62519,50465,2515,1008,2261,664,5594,13,55,275,0,0,0,34,8,263,4,62381,33218,29163,0.533,0.467,38,142,125,17,86,3,43,10,2,0.014,6,0.042,11,0.077,26,0.183,53,0.373,44,0.31,0.415,0.585,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,236,309,176,140,,,,-0.119832041,"12:00 AM, Thursday 24 November 2022","12:00 AM, 24 Nov 2022"
2022-11-23,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 23 November 2022","12:00 AM, 23 Nov 2022"
2022-11-22,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 22 November 2022","12:00 AM, 22 Nov 2022"
2022-11-21,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,1900,310,,"12:00 AM, Monday 21 November 2022","12:00 AM, 21 Nov 2022"
2022-11-20,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 20 November 2022","12:00 AM, 20 Nov 2022"
2022-11-19,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 19 November 2022","12:00 AM, 19 Nov 2022"
2022-11-18,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 18 November 2022","12:00 AM, 18 Nov 2022"
2022-11-17,1112275,15802,1096473,98927,486755,510791,70,15482,1034133,5.3,float;#1049615.00000000,62589,33308,29281,0.532,0.468,38,248.61,524.12,320,62282,50245,2515,1005,2253,658,5594,13,55,319,0,0,0,43,2,312,5,62100,33058,29042,0.532,0.468,38,142,125,17,86,3,43,10,2,0.014,6,0.042,11,0.077,26,0.183,53,0.373,44,0.31,0.415,0.585,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,295,287,212,208,,,,-0.112582545,"12:00 AM, Thursday 17 November 2022","12:00 AM, 17 Nov 2022"
2022-11-16,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 16 November 2022","12:00 AM, 16 Nov 2022"
2022-11-15,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 15 November 2022","12:00 AM, 15 Nov 2022"
2022-11-14,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2400,320,,"12:00 AM, Monday 14 November 2022","12:00 AM, 14 Nov 2022"
2022-11-13,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 13 November 2022","12:00 AM, 13 Nov 2022"
2022-11-12,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 12 November 2022","12:00 AM, 12 Nov 2022"
2022-11-11,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 11 November 2022","12:00 AM, 11 Nov 2022"
2022-11-10,1109857,15802,1094055,98538,486755,508762,128,15482,1031929,5.34,float;#1047411.00000000,62317,33148,29169,0.532,0.468,38,272.73,564.01,320,62010,49995,2515,1000,2239,655,5594,13,55,403,0,0,0,47,3,399,1,61744,32852,28892,0.532,0.468,38,141,124,17,85,3,43,10,2,0.014,6,0.043,11,0.078,26,0.184,53,0.376,43,0.305,0.411,0.589,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,262,369,260,228,,,,-0.054662045,"12:00 AM, Thursday 10 November 2022","12:00 AM, 10 Nov 2022"
2022-11-09,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 9 November 2022","12:00 AM, 9 Nov 2022"
2022-11-08,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 8 November 2022","12:00 AM, 8 Nov 2022"
2022-11-07,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2070,290,,"12:00 AM, Monday 7 November 2022","12:00 AM, 7 Nov 2022"
2022-11-06,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 6 November 2022","12:00 AM, 6 Nov 2022"
2022-11-05,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 5 November 2022","12:00 AM, 5 Nov 2022"
2022-11-04,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 4 November 2022","12:00 AM, 4 Nov 2022"
2022-11-03,1107136,15802,1091334,98118,486755,506461,93,15482,1029546,5.13,float;#1045028.00000000,62014,32977,29037,0.532,0.468,38,282.93,573.28,320,61707,49717,2515,994,2226,650,5593,13,55,359,0,0,0,43,7,348,4,61486,32710,28776,0.532,0.468,38,141,124,17,85,3,43,10,2,0.014,6,0.043,11,0.078,26,0.184,53,0.376,43,0.305,0.411,0.589,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,344,388,268,92,,,,-0.040882742,"12:00 AM, Thursday 3 November 2022","12:00 AM, 3 Nov 2022"
2022-11-02,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 2 November 2022","12:00 AM, 2 Nov 2022"
2022-11-01,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 1 November 2022","12:00 AM, 1 Nov 2022"
2022-10-31,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2380,280,,"12:00 AM, Monday 31 October 2022","12:00 AM, 31 Oct 2022"
2022-10-30,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 30 October 2022","12:00 AM, 30 Oct 2022"
2022-10-29,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 29 October 2022","12:00 AM, 29 Oct 2022"
2022-10-28,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 28 October 2022","12:00 AM, 28 Oct 2022"
2022-10-27,1104505,15802,1088703,97686,486755,504262,139,15482,1027227,5.26,float;#1042709.00000000,61656,32777,28879,0.532,0.468,38,241.19,555.66,320,61349,49388,2515,986,2207,649,5592,13,55,391,0,0,0,46,1,383,7,61096,32490,28606,0.532,0.468,38,141,124,17,85,3,43,10,2,0.014,6,0.043,11,0.078,26,0.184,53,0.376,43,0.305,0.411,0.589,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,266,413,361,63,,,,-0.216864731,"12:00 AM, Thursday 27 October 2022","12:00 AM, 27 Oct 2022"
2022-10-26,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 26 October 2022","12:00 AM, 26 Oct 2022"
2022-10-25,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 25 October 2022","12:00 AM, 25 Oct 2022"
2022-10-24,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2040,330,,"12:00 AM, Monday 24 October 2022","12:00 AM, 24 Oct 2022"
2022-10-23,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 23 October 2022","12:00 AM, 23 Oct 2022"
2022-10-22,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 22 October 2022","12:00 AM, 22 Oct 2022"
2022-10-21,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 21 October 2022","12:00 AM, 21 Oct 2022"
2022-10-20,1101871,15802,1086069,97344,486755,501970,63,15482,1024936,5.08,float;#1040418.00000000,61389,32617,28772,0.531,0.469,38,307.98,679.96,320,61082,49134,2515,979,2205,648,5589,13,55,417,0,0,0,45,2,407,8,60803,32319,28484,0.532,0.468,38,141,124,17,85,3,43,10,2,0.014,6,0.043,11,0.078,26,0.184,53,0.376,43,0.305,0.411,0.589,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,308,445,345,126,,,,-0.142116992,"4:00 PM, Thursday 20 October 2022","4:00 PM, 20 Oct 2022"
2022-10-19,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 19 October 2022","12:00 AM, 19 Oct 2022"
2022-10-18,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 18 October 2022","12:00 AM, 18 Oct 2022"
2022-10-17,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,2380,400,,"12:00 AM, Monday 17 October 2022","12:00 AM, 17 Oct 2022"
2022-10-16,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Sunday 16 October 2022","12:00 AM, 16 Oct 2022"
2022-10-15,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Saturday 15 October 2022","12:00 AM, 15 Oct 2022"
2022-10-14,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Friday 14 October 2022","12:00 AM, 14 Oct 2022"
2022-10-13,1099302,15802,1083500,96916,486755,499829,116,15482,1022655,5.28,float;#1038137.00000000,61048,32431,28617,0.531,0.469,38,365.49,732.84,320,60741,48809,2515,966,2202,648,5589,13,55,478,0,0,0,49,4,463,11,60401,32107,28294,0.532,0.468,38,141,124,17,85,3,43,10,2,0.014,6,0.043,11,0.078,26,0.184,53,0.376,43,0.305,0.411,0.589,0.933,0.03,0.037,0.111,0.033,0.856,0.844,0.156,0.278,25226,9659,172356,156126,6873,3487,4367,66210,2569,84,2152,279,2122,393,2347,93,75,1746,0.004,0.056,0.022,0.384,0.348,0.015,0.008,0.01,0.148,0.006,299,530,437,169,,,,-0.027175938,"12:00 AM, Thursday 13 October 2022","12:00 AM, 13 Oct 2022"
2022-10-12,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Wednesday 12 October 2022","12:00 AM, 12 Oct 2022"
2022-10-11,,,,,,,,,,,float;#0,-1,,,,,,-1,-1,,,,,,,,,,,-1,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,,,,,"12:00 AM, Tuesday 11 October 2022","12:00 AM, 11 Oct 2022"
